episode,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
51,22,2056.5,205.5,9.0,41.0,6.0,-2.58911,-2.58911,-2.58911,0.05,-4.44534
51,23,2363.0,244.5,1.5,38.0,5.0,0.96773,0.96773,0.96773,0.05,-4.44867
51,24,2669.0,308.0,1.5,42.0,10.0,-0.65641,-0.65641,-0.65641,0.05,-4.43363
51,25,2851.5,355.0,25.0,44.0,12.0,-3.0,-3.0,-3.0,0.05,-4.43739
51,26,2982.5,431.0,2.5,39.0,10.0,3.0,3.0,3.0,0.05,-4.42345
51,27,3275.5,535.0,3.0,42.0,12.0,-0.79594,-0.79594,-0.79594,0.05,-4.42292
51,28,3582.0,655.0,23.5,44.0,12.0,-3.0,-3.0,-3.0,0.05,-4.41642
51,29,3540.5,689.0,0.0,45.0,13.0,3.0,3.0,3.0,0.05,-4.41935
51,30,3780.0,823.5,4.5,45.0,14.0,-1.58844,-1.58844,-1.58844,0.05,-4.40938
51,31,3995.5,972.5,28.5,53.0,18.0,-3.0,-3.0,-3.0,0.05,-4.41394
51,32,4063.0,1156.5,2.5,53.0,19.0,3.0,3.0,3.0,0.05,-4.40625
51,33,4386.5,1351.5,14.0,55.0,20.0,-3.0,-3.0,-3.0,0.05,-4.39717
51,34,4671.0,1437.0,22.5,55.0,21.0,-2.45017,-2.45017,-2.45017,0.05,-4.40902
51,35,4791.5,1654.5,0.5,57.0,23.0,3.0,3.0,3.0,0.05,-4.38889
51,36,4523.5,1748.0,21.0,58.0,23.0,-3.0,-3.0,-3.0,0.05,-4.39643
51,37,4677.0,1410.5,0.0,52.0,20.0,3.0,3.0,3.0,0.05,-4.37642
51,38,4997.5,1276.0,12.0,50.0,17.0,-2.94616,-2.94616,-2.94616,0.05,-4.35601
51,39,5271.0,1186.0,0.0,49.0,15.0,2.1663,2.1663,2.1663,0.05,-4.38047
51,40,5208.0,1340.5,0.0,50.0,16.0,-0.10306,-0.10306,-0.10306,0.05,-4.36903
51,41,4533.0,1243.0,8.5,50.0,17.0,-0.41483,-0.41483,-0.41483,0.05,-4.37524
51,42,4807.0,1413.0,0.0,51.0,17.0,1.05368,1.05368,1.05368,0.05,-4.37627
51,43,4927.0,1368.0,0.0,51.0,15.0,-0.15805,-0.15805,-0.15805,0.05,-4.38227
51,44,4737.5,1256.0,0.0,47.0,13.0,0.50981,0.50981,0.50981,0.05,-4.38729
51,45,4891.0,1048.5,4.5,43.0,12.0,-0.94318,-0.94318,-0.94318,0.05,-4.38278
51,46,4507.5,945.5,0.0,41.0,11.0,1.81008,1.81008,1.81008,0.05,-4.37065
51,47,4358.0,1056.0,5.5,42.0,12.0,-1.04665,-1.04665,-1.04665,0.05,-4.3877
51,48,4663.0,1176.0,18.0,43.0,12.0,-3.0,-3.0,-3.0,0.05,-4.38084
51,49,4899.5,1299.5,25.0,45.0,13.0,-2.09733,-2.09733,-2.09733,0.05,-4.38597
51,50,5046.0,1433.0,35.0,44.0,14.0,-2.58113,-2.58113,-2.58113,0.05,-4.39992
51,51,4908.0,1482.0,4.5,44.0,13.0,3.0,3.0,3.0,0.05,-4.36271
51,52,5109.5,1559.5,14.5,44.0,12.0,-2.60328,-2.60328,-2.60328,0.05,-4.35525
51,53,5278.0,1680.5,0.0,44.0,13.0,2.59071,2.59071,2.59071,0.05,-4.36865
51,54,5589.0,1813.0,0.0,46.0,14.0,-0.76374,-0.76374,-0.76374,0.05,-4.36443
51,55,5913.0,1963.5,4.5,51.0,18.0,-1.76752,-1.76752,-1.76752,0.05,-4.34474
51,56,5896.5,2095.5,0.0,45.0,15.0,0.79704,0.79704,0.79704,0.05,-4.34086
51,57,6196.5,2246.0,5.5,46.0,16.0,-1.93514,-1.93514,-1.93514,0.05,-4.34447
51,58,6327.0,2396.5,0.0,47.0,16.0,0.7108,0.7108,0.7108,0.05,-4.35388
51,59,6161.0,2567.0,0.5,48.0,20.0,-0.04125,-0.04125,-0.04125,0.05,-4.35791
51,60,6448.0,2767.0,8.0,51.0,20.0,-2.40552,-2.40552,-2.40552,0.05,-4.35902
51,61,6642.0,2946.0,0.0,49.0,20.0,1.08288,1.08288,1.08288,0.05,-4.35752
51,62,6915.0,3146.0,4.0,50.0,20.0,-1.63751,-1.63751,-1.63751,0.05,-4.38665
51,63,6020.5,3324.0,18.0,48.0,20.0,-1.56651,-1.56651,-1.56651,0.05,-4.39089
51,64,5980.5,3528.0,0.5,46.0,21.0,3.0,3.0,3.0,0.05,-4.39918
51,65,6034.0,3743.0,4.0,52.0,24.0,-1.14671,-1.14671,-1.14671,0.05,-4.39998
51,66,6145.5,3992.5,17.0,52.0,26.0,-3.0,-3.0,-3.0,0.05,-4.41807
51,67,6258.0,4198.5,13.5,51.0,24.0,0.24115,0.24115,0.24115,0.05,-4.41983
51,68,6508.5,4440.0,2.0,53.0,25.0,1.63162,1.63162,1.63162,0.05,-4.42066
51,69,6686.0,4690.0,16.0,56.0,25.0,-3.0,-3.0,-3.0,0.05,-4.43143
51,70,6953.0,4940.0,0.0,54.0,25.0,2.54315,2.54315,2.54315,0.05,-4.43699
51,71,7201.0,5192.0,1.0,55.0,26.0,-1.02907,-1.02907,-1.02907,0.05,-4.44877
51,72,7495.5,5443.5,14.0,57.0,26.0,-3.0,-3.0,-3.0,0.05,-4.45289
51,73,7727.5,5703.5,2.0,54.0,26.0,1.74557,1.74557,1.74557,0.05,-4.44762
51,74,7758.0,5966.5,0.5,55.0,27.0,-0.11223,-0.11223,-0.11223,0.05,-4.44882
51,75,7160.5,6236.5,10.5,55.0,27.0,-1.39865,-1.39865,-1.39865,0.05,-4.45034
51,76,6103.5,6506.5,0.0,53.0,27.0,3.0,3.0,3.0,0.05,-4.46381
51,77,6314.5,6780.5,3.0,55.0,28.0,-1.41595,-1.41595,-1.41595,0.05,-4.47491
51,78,6471.5,6605.5,20.5,52.0,27.0,-3.0,-3.0,-3.0,0.05,-4.4948
51,79,6611.5,6876.0,6.0,57.0,28.0,2.43093,2.43093,2.43093,0.05,-4.48562
51,80,6879.5,7156.0,1.5,57.0,28.0,0.0603,0.0603,0.0603,0.05,-4.49485
51,81,7181.0,7436.0,17.0,61.0,28.0,-3.0,-3.0,-3.0,0.05,-4.49749
51,82,7448.0,7718.5,6.5,62.0,30.0,1.33078,1.33078,1.33078,0.05,-4.50427
51,83,7722.5,8021.0,4.0,62.0,31.0,-0.40778,-0.40778,-0.40778,0.05,-4.52666
51,84,7939.0,8336.0,18.0,64.0,32.0,-3.0,-3.0,-3.0,0.05,-4.52805
51,85,8196.0,8656.0,4.0,62.0,32.0,2.03809,2.03809,2.03809,0.05,-4.51724
51,86,8450.5,8977.5,0.5,62.0,33.0,-0.18575,-0.18575,-0.18575,0.05,-4.55365
51,87,8745.0,9317.5,12.5,66.0,36.0,-3.0,-3.0,-3.0,0.05,-4.5647
51,88,8981.5,9672.5,2.5,65.0,37.0,1.17814,1.17814,1.17814,0.05,-4.56559
51,89,9243.5,10044.0,0.5,68.0,38.0,-0.58875,-0.58875,-0.58875,0.05,-4.56311
51,90,9523.0,10431.5,0.0,70.0,40.0,-0.96191,-0.96191,-0.96191,0.05,-4.58004
51,91,9825.5,10832.0,4.5,73.0,41.0,-2.0831,-2.0831,-2.0831,0.05,-4.56469
51,92,10149.0,11244.5,17.5,76.0,42.0,-3.0,-3.0,-3.0,0.05,-4.56429
51,93,10446.5,11647.5,0.0,74.0,42.0,2.58729,2.58729,2.58729,0.05,-4.54407
51,94,9179.0,10828.5,2.5,69.0,40.0,2.97915,2.97915,2.97915,0.05,-4.52843
51,95,7688.0,8775.5,25.5,62.0,35.0,0.80009,0.80009,0.80009,0.05,-4.53669
51,96,4187.0,7020.5,65.0,54.0,31.0,0.59676,0.59676,0.59676,0.05,-4.54456
51,97,3143.5,6453.5,106.5,47.0,28.0,-3.0,-3.0,-3.0,0.05,-4.54984
51,98,2520.5,5810.0,0.5,42.0,26.0,3.0,3.0,3.0,0.05,-4.54339
51,99,2286.5,5152.0,2.0,41.0,23.0,1.05021,1.05021,1.05021,0.05,-4.54652
51,100,2480.0,5037.0,23.0,46.0,22.0,-3.0,-3.0,-3.0,0.05,-4.55439
51,101,2706.0,5257.0,57.0,50.0,22.0,-3.0,-3.0,-3.0,0.05,-4.53872
51,102,2885.0,5481.5,0.0,54.0,25.0,3.0,3.0,3.0,0.05,-4.53325
51,103,2967.0,5259.0,9.0,59.0,29.0,-1.74372,-1.74372,-1.74372,0.05,-4.53132
51,104,3267.0,5543.5,2.5,61.0,31.0,0.41876,0.41876,0.41876,0.05,-4.53942
51,105,3207.0,5792.0,12.5,61.0,30.0,-2.36254,-2.36254,-2.36254,0.05,-4.53957
51,106,3261.0,6095.5,1.0,60.0,32.0,1.90704,1.90704,1.90704,0.05,-4.53925
51,107,3543.0,5900.0,8.5,64.0,34.0,-1.83408,-1.83408,-1.83408,0.05,-4.53857
51,108,3812.5,6140.5,1.0,64.0,33.0,0.74976,0.74976,0.74976,0.05,-4.55236
51,109,4061.5,6442.5,8.0,66.0,33.0,-2.37419,-2.37419,-2.37419,0.05,-4.55235
51,110,4113.0,6720.5,1.5,66.0,32.0,0.88776,0.88776,0.88776,0.05,-4.55444
51,111,4460.5,7040.5,8.0,68.0,32.0,-2.476,-2.476,-2.476,0.05,-4.55008
51,112,4611.0,7360.5,10.0,67.0,32.0,-1.15738,-1.15738,-1.15738,0.05,-4.52779
51,113,4932.5,7685.5,0.0,70.0,34.0,1.06352,1.06352,1.06352,0.05,-4.51439
51,114,5302.5,8026.0,4.0,74.0,35.0,-2.01668,-2.01668,-2.01668,0.05,-4.48557
51,115,5247.5,8291.5,14.0,73.0,37.0,-2.39595,-2.39595,-2.39595,0.05,-4.49004
51,116,4867.0,7596.0,27.5,66.0,35.0,-1.16982,-1.16982,-1.16982,0.05,-4.4699
51,117,4258.5,5569.5,48.0,57.0,32.0,-0.34024,-0.34024,-0.34024,0.05,-4.47788
51,118,4129.0,5027.5,0.0,53.0,31.0,3.0,3.0,3.0,0.05,-4.47604
51,119,3616.5,5337.5,6.0,57.0,31.0,-0.76465,-0.76465,-0.76465,0.05,-4.48152
51,120,3635.5,5647.5,36.0,63.0,31.0,-3.0,-3.0,-3.0,0.05,-4.46481
51,121,3964.0,5959.0,0.0,67.0,32.0,3.0,3.0,3.0,0.05,-4.45165
51,122,4316.0,6289.0,2.5,72.0,36.0,-1.65041,-1.65041,-1.65041,0.05,-4.4559
51,123,4676.0,6649.0,23.5,72.0,36.0,-3.0,-3.0,-3.0,0.05,-4.46847
51,124,4831.0,6977.5,0.0,70.0,35.0,3.0,3.0,3.0,0.05,-4.47431
51,125,5181.0,7333.0,0.5,74.0,39.0,-1.25889,-1.25889,-1.25889,0.05,-4.49323
51,126,5535.5,7732.0,7.0,78.0,42.0,-2.60124,-2.60124,-2.60124,0.05,-4.49552
51,127,4481.5,7171.0,17.0,67.0,38.0,0.62717,0.62717,0.62717,0.05,-4.50572
51,128,4467.0,7036.0,0.0,62.0,36.0,3.0,3.0,3.0,0.05,-4.50824
51,129,4727.0,7399.0,0.0,64.0,38.0,-0.99703,-0.99703,-0.99703,0.05,-4.51936
51,130,4998.0,7779.0,14.5,69.0,38.0,-3.0,-3.0,-3.0,0.05,-4.52179
51,131,4620.0,6497.0,0.0,62.0,33.0,3.0,3.0,3.0,0.05,-4.52582
51,132,4528.0,6162.0,6.0,57.0,30.0,-0.62579,-0.62579,-0.62579,0.05,-4.51208
51,133,4673.0,6466.0,26.0,57.0,31.0,-3.0,-3.0,-3.0,0.05,-4.52568
51,134,4897.5,6766.5,0.5,60.0,32.0,3.0,3.0,3.0,0.05,-4.53173
51,135,5186.5,6368.5,1.0,60.0,29.0,-0.07496,-0.07496,-0.07496,0.05,-4.51094
51,136,5438.0,6441.0,20.5,66.0,34.0,-3.0,-3.0,-3.0,0.05,-4.50158
51,137,5398.5,6760.0,0.0,63.0,34.0,3.0,3.0,3.0,0.05,-4.49222
51,138,5569.0,5489.5,3.5,62.0,34.0,0.74841,0.74841,0.74841,0.05,-4.49492
51,139,5500.5,5514.0,21.5,56.0,32.0,-3.0,-3.0,-3.0,0.05,-4.45895
51,140,5229.5,5811.0,46.5,55.0,31.0,-3.0,-3.0,-3.0,0.05,-4.4434
51,141,5445.0,4780.0,2.5,52.0,26.0,3.0,3.0,3.0,0.05,-4.41618
51,142,4974.5,4223.0,2.0,49.0,23.0,1.76826,1.76826,1.76826,0.05,-4.42177
51,143,4305.0,4056.5,10.5,46.0,23.0,-0.32693,-0.32693,-0.32693,0.05,-4.43644
51,144,4267.5,3511.5,4.5,45.0,21.0,2.11627,2.11627,2.11627,0.05,-4.43165
51,145,4453.5,2490.5,2.0,40.0,17.0,1.63727,1.63727,1.63727,0.05,-4.44734
51,146,2912.5,1846.5,6.0,42.0,15.0,2.91836,2.91836,2.91836,0.05,-4.43758
51,147,3157.5,1996.5,11.5,45.0,15.0,-1.83268,-1.83268,-1.83268,0.05,-4.44286
51,148,3408.0,2148.0,0.0,49.0,16.0,1.75955,1.75955,1.75955,0.05,-4.43708
51,149,3684.0,2310.5,0.0,53.0,18.0,-0.74163,-0.74163,-0.74163,0.05,-4.42779
51,150,4038.5,2497.0,2.0,58.0,21.0,-1.34504,-1.34504,-1.34504,0.05,-4.42272
51,151,3670.5,1648.5,9.0,46.0,16.0,0.40274,0.40274,0.40274,0.05,-4.41422
51,152,3545.5,1550.5,21.0,39.0,16.0,-2.17381,-2.17381,-2.17381,0.05,-4.41974
51,153,3606.5,1212.0,0.0,34.0,11.0,3.0,3.0,3.0,0.05,-4.41924
51,154,3839.0,1278.5,0.0,37.0,11.0,-0.52468,-0.52468,-0.52468,0.05,-4.40457
51,155,3446.0,1397.0,11.0,44.0,14.0,-1.77368,-1.77368,-1.77368,0.05,-4.40921
51,156,3187.0,1471.5,0.0,46.0,12.0,2.70563,2.70563,2.70563,0.05,-4.38896
51,157,3466.0,1595.0,0.0,50.0,14.0,-0.69174,-0.69174,-0.69174,0.05,-4.38251
51,158,3828.0,1735.0,5.0,51.0,14.0,-1.92891,-1.92891,-1.92891,0.05,-4.35178
51,159,3823.5,1360.0,10.0,45.0,11.0,-0.51878,-0.51878,-0.51878,0.05,-4.35807
51,160,3296.0,993.5,22.0,33.0,9.0,-1.04746,-1.04746,-1.04746,0.05,-4.34026
51,161,3242.0,626.5,0.0,30.0,6.0,3.0,3.0,3.0,0.05,-4.32841
51,162,2455.5,689.0,0.0,33.0,7.0,1.36629,1.36629,1.36629,0.05,-4.32112
51,163,2666.0,759.5,14.0,40.0,8.0,-3.0,-3.0,-3.0,0.05,-4.32763
51,164,2154.5,839.5,33.0,40.0,8.0,-3.0,-3.0,-3.0,0.05,-4.33488
51,165,2373.0,925.5,0.0,42.0,10.0,3.0,3.0,3.0,0.05,-4.32637
51,166,2169.0,1025.5,4.5,40.0,10.0,-0.71886,-0.71886,-0.71886,0.05,-4.33369
51,167,2349.5,1129.5,10.0,41.0,12.0,-1.64796,-1.64796,-1.64796,0.05,-4.34257
51,168,2238.0,1195.0,1.0,41.0,12.0,2.02147,2.02147,2.02147,0.05,-4.34055
51,169,2324.0,1318.5,0.0,45.0,14.0,-0.12263,-0.12263,-0.12263,0.05,-4.36301
51,170,2589.5,1459.5,4.5,48.0,15.0,-1.64578,-1.64578,-1.64578,0.05,-4.40085
51,171,2740.0,1591.5,9.0,47.0,15.0,-1.42022,-1.42022,-1.42022,0.05,-4.39083
51,172,2863.5,1744.5,19.5,45.0,16.0,-2.67231,-2.67231,-2.67231,0.05,-4.40584
51,173,3067.5,1891.5,2.0,45.0,15.0,3.0,3.0,3.0,0.05,-4.40876
51,174,3260.5,2015.5,3.5,49.0,17.0,-0.85139,-0.85139,-0.85139,0.05,-4.40258
51,175,3598.5,2186.0,12.0,55.0,18.0,-2.66997,-2.66997,-2.66997,0.05,-4.41592
51,176,3783.0,2262.5,0.0,50.0,15.0,2.09429,2.09429,2.09429,0.05,-4.42086
51,177,3947.0,2419.0,1.0,50.0,17.0,-0.73791,-0.73791,-0.73791,0.05,-4.43372
51,178,3670.5,2596.5,17.0,52.0,19.0,-3.0,-3.0,-3.0,0.05,-4.44307
51,179,3889.0,2786.5,0.0,51.0,19.0,2.9302,2.9302,2.9302,0.05,-4.46394
51,180,4103.0,2979.0,0.0,50.0,20.0,-0.66956,-0.66956,-0.66956,0.05,-4.4523
51,181,4176.0,3153.0,4.5,57.0,26.0,-1.33654,-1.33654,-1.33654,0.05,-4.45807
51,182,3577.0,2709.5,15.5,51.0,24.0,-0.59369,-0.59369,-0.59369,0.05,-4.46174
51,183,3192.5,2865.5,0.0,44.0,20.0,3.0,3.0,3.0,0.05,-4.45369
51,184,3243.5,3066.0,0.0,48.0,21.0,-0.37936,-0.37936,-0.37936,0.05,-4.44676
51,185,3514.5,3278.5,8.0,51.0,22.0,-2.4997,-2.4997,-2.4997,0.05,-4.46252
51,186,3676.5,3359.0,0.0,50.0,21.0,1.2821,1.2821,1.2821,0.05,-4.45097
51,187,3912.0,3544.0,0.5,53.0,22.0,-0.80469,-0.80469,-0.80469,0.05,-4.47198
51,188,4142.5,3764.0,10.0,56.0,22.0,-2.75348,-2.75348,-2.75348,0.05,-4.4783
51,189,4317.5,3963.5,0.0,53.0,21.0,1.51296,1.51296,1.51296,0.05,-4.47411
51,190,4618.0,4177.5,0.0,55.0,22.0,-0.86016,-0.86016,-0.86016,0.05,-4.46593
51,191,4173.5,4401.0,8.5,57.0,25.0,-1.29758,-1.29758,-1.29758,0.05,-4.46297
51,192,3304.0,3973.0,24.0,50.0,23.0,-1.06941,-1.06941,-1.06941,0.05,-4.47751
51,193,3071.5,3062.5,0.0,42.0,19.0,3.0,3.0,3.0,0.05,-4.48719
51,194,3188.5,2987.0,3.5,46.0,20.0,-0.85126,-0.85126,-0.85126,0.05,-4.48699
51,195,3455.0,3190.5,11.5,52.0,21.0,-2.47858,-2.47858,-2.47858,0.05,-4.48173
51,196,3716.0,3389.0,14.5,53.0,21.0,-1.40114,-1.40114,-1.40114,0.05,-4.49606
51,197,3891.0,3543.0,0.0,54.0,21.0,2.53178,2.53178,2.53178,0.05,-4.49926
51,198,3731.5,3761.0,0.0,55.0,23.0,-0.01478,-0.01478,-0.01478,0.05,-4.52043
51,199,3141.0,3941.5,0.0,51.0,23.0,0.83593,0.83593,0.83593,0.05,-4.52896
51,200,1704.0,3355.0,0.5,40.0,21.0,3.0,3.0,3.0,0.05,-4.50871
51,201,1853.5,2810.0,0.0,37.0,18.0,0.60412,0.60412,0.60412,0.05,-4.49745
51,202,2048.0,2995.0,0.0,44.0,21.0,-0.62282,-0.62282,-0.62282,0.05,-4.50716
51,203,2303.0,3205.0,5.0,52.0,21.0,-1.83045,-1.83045,-1.83045,0.05,-4.53135
51,204,2554.5,3376.5,0.0,51.0,20.0,0.35107,0.35107,0.35107,0.05,-4.5204
51,205,2787.5,2875.5,0.0,52.0,18.0,0.28107,0.28107,0.28107,0.05,-4.51295
51,206,2666.5,3030.5,3.0,46.0,17.0,-0.63255,-0.63255,-0.63255,0.05,-4.53386
51,207,2519.0,2829.5,8.0,40.0,16.0,-0.50155,-0.50155,-0.50155,0.05,-4.52746
51,208,2344.0,2648.5,13.0,35.0,16.0,-0.4791,-0.4791,-0.4791,0.05,-4.53265
51,209,2383.0,2164.0,0.0,33.0,14.0,3.0,3.0,3.0,0.05,-4.54045
51,210,2441.0,900.0,1.0,25.0,9.0,1.47739,1.47739,1.47739,0.05,-4.54135
51,211,2269.5,593.0,4.0,25.0,7.0,0.11759,0.11759,0.11759,0.05,-4.55209
51,212,2175.5,664.5,0.0,33.0,9.0,0.9204,0.9204,0.9204,0.05,-4.55674
51,213,1537.5,734.5,1.0,39.0,8.0,0.86885,0.86885,0.86885,0.05,-4.5769
51,214,1811.0,817.5,5.5,44.0,9.0,-1.57814,-1.57814,-1.57814,0.05,-4.59473
51,215,2164.5,907.5,1.0,45.0,9.0,0.17219,0.17219,0.17219,0.05,-4.58785
51,216,2420.5,946.0,0.0,44.0,9.0,-0.31633,-0.31633,-0.31633,0.05,-4.58728
51,217,2590.0,1036.0,5.0,42.0,9.0,-1.50169,-1.50169,-1.50169,0.05,-4.59261
51,218,2857.5,1126.0,15.5,41.0,9.0,-2.84917,-2.84917,-2.84917,0.05,-4.58597
51,219,3093.0,1185.0,1.5,39.0,8.0,2.44887,2.44887,2.44887,0.05,-4.58426
51,220,3250.0,1273.0,1.0,40.0,11.0,-0.30954,-0.30954,-0.30954,0.05,-4.60695
51,221,3549.5,1383.0,11.0,44.0,11.0,-2.83079,-2.83079,-2.83079,0.05,-4.62216
51,222,3870.0,1497.5,0.0,45.0,12.0,1.57662,1.57662,1.57662,0.05,-4.60957
51,223,4201.0,1619.0,1.5,47.0,13.0,-1.10315,-1.10315,-1.10315,0.05,-4.60414
51,224,4045.5,1754.0,11.0,45.0,14.0,-1.9185,-1.9185,-1.9185,0.05,-4.59844
51,225,3409.5,1335.5,23.0,35.0,12.0,-0.77281,-0.77281,-0.77281,0.05,-4.59884
51,226,3468.5,917.0,1.5,32.0,9.0,3.0,3.0,3.0,0.05,-4.60209
51,227,3699.5,1007.0,0.0,34.0,9.0,-0.23727,-0.23727,-0.23727,0.05,-4.57856
51,228,3363.5,1106.5,5.5,41.0,11.0,-0.68596,-0.68596,-0.68596,0.05,-4.57635
51,229,3618.0,1216.5,0.0,42.0,11.0,0.53895,0.53895,0.53895,0.05,-4.5875
51,230,3569.5,1306.0,0.0,42.0,11.0,-0.03749,-0.03749,-0.03749,0.05,-4.58852
51,231,3438.0,1384.5,5.5,40.0,11.0,-1.03446,-1.03446,-1.03446,0.05,-4.60227
51,232,3156.5,1470.5,24.5,35.0,10.0,-3.0,-3.0,-3.0,0.05,-4.61813
51,233,3382.0,1570.5,0.0,36.0,10.0,3.0,3.0,3.0,0.05,-4.59794
51,234,3650.5,1670.5,7.0,39.0,10.0,-2.12313,-2.12313,-2.12313,0.05,-4.58498
51,235,3253.5,1779.0,9.5,38.0,13.0,0.0502,0.0502,0.0502,0.05,-4.59108
51,236,2763.0,1432.5,19.5,31.0,12.0,-0.72028,-0.72028,-0.72028,0.05,-4.60797
51,237,2894.0,1259.0,0.0,31.0,11.0,3.0,3.0,3.0,0.05,-4.59959
51,238,3110.0,1369.0,1.0,38.0,11.0,-0.76802,-0.76802,-0.76802,0.05,-4.57995
51,239,2888.5,1481.5,15.0,47.0,13.0,-2.71855,-2.71855,-2.71855,0.05,-4.56617
51,240,3182.0,1619.5,5.5,50.0,15.0,1.27512,1.27512,1.27512,0.05,-4.56252
51,241,3019.0,1256.5,2.5,44.0,13.0,1.45366,1.45366,1.45366,0.05,-4.5494
51,242,3046.5,707.5,28.5,39.0,10.0,-3.0,-3.0,-3.0,0.05,-4.53998
51,243,3339.0,387.0,0.0,36.0,6.0,3.0,3.0,3.0,0.05,-4.52779
51,244,3072.0,365.0,3.0,34.0,6.0,-0.11084,-0.11084,-0.11084,0.05,-4.52654
51,245,3369.0,425.0,32.0,40.0,6.0,-3.0,-3.0,-3.0,0.05,-4.50122
51,246,3405.0,486.0,11.5,42.0,7.0,3.0,3.0,3.0,0.05,-4.49852
51,247,3661.5,557.5,0.5,43.0,8.0,1.75615,1.75615,1.75615,0.05,-4.51306
51,248,3411.5,639.0,5.5,40.0,9.0,-0.71347,-0.71347,-0.71347,0.05,-4.52952
51,249,2894.0,551.0,10.5,35.0,10.0,0.02238,0.02238,0.02238,0.05,-4.53356
51,250,2591.0,345.0,15.5,29.0,9.0,-0.20674,-0.20674,-0.20674,0.05,-4.5401
51,251,2548.5,82.5,2.5,20.0,2.0,3.0,3.0,3.0,0.05,-4.55629
51,252,2532.5,43.0,0.0,20.0,3.0,0.61583,0.61583,0.61583,0.05,-4.5606
51,253,1873.0,23.0,4.5,19.0,3.0,0.29445,0.29445,0.29445,0.05,-4.56696
51,254,2037.5,53.0,0.0,22.0,3.0,0.60715,0.60715,0.60715,0.05,-4.55456
51,255,2230.5,84.5,0.0,33.0,4.0,-0.40185,-0.40185,-0.40185,0.05,-4.57415
51,256,2541.0,130.0,8.0,43.0,7.0,-2.3354,-2.3354,-2.3354,0.05,-4.56801
51,257,2628.5,63.5,0.5,41.0,6.0,1.52288,1.52288,1.52288,0.05,-4.58301
51,258,2937.0,77.5,1.0,41.0,7.0,-0.69668,-0.69668,-0.69668,0.05,-4.61226
51,259,3285.5,115.5,18.0,43.0,7.0,-3.0,-3.0,-3.0,0.05,-4.62202
51,260,3591.0,185.5,5.0,42.0,7.0,2.09169,2.09169,2.09169,0.05,-4.60801
51,261,3878.5,204.5,1.5,40.0,6.0,0.18319,0.18319,0.18319,0.05,-4.60045
51,262,3860.0,210.0,9.0,36.0,5.0,-1.56383,-1.56383,-1.56383,0.05,-4.58597
51,263,3974.5,198.0,26.5,34.0,4.0,-3.0,-3.0,-3.0,0.05,-4.59646
51,264,3987.5,238.0,0.5,35.0,4.0,3.0,3.0,3.0,0.05,-4.59132
51,265,4060.0,282.5,12.0,39.0,6.0,-2.63575,-2.63575,-2.63575,0.05,-4.59581
51,266,4190.5,342.5,20.5,38.0,6.0,-2.129,-2.129,-2.129,0.05,-4.61279
51,267,4349.5,323.0,0.0,38.0,7.0,3.0,3.0,3.0,0.05,-4.61729
51,268,4004.5,186.5,4.5,34.0,5.0,-0.12181,-0.12181,-0.12181,0.05,-4.62824
51,269,3633.5,20.5,9.5,25.0,1.0,-0.13779,-0.13779,-0.13779,0.05,-4.62133
51,270,3562.0,3.0,2.5,24.0,1.0,1.64138,1.64138,1.64138,0.05,-4.62853
51,271,3803.0,13.0,2.5,29.0,1.0,-0.4601,-0.4601,-0.4601,0.05,-4.63478
51,272,2820.0,1.5,7.0,25.0,1.0,0.88089,0.88089,0.88089,0.05,-4.64525
51,273,2306.0,12.5,0.0,25.0,2.0,2.41956,2.41956,2.41956,0.05,-4.64969
51,274,2211.5,34.5,0.0,32.0,3.0,0.14357,0.14357,0.14357,0.05,-4.67507
51,275,1607.0,64.0,10.5,35.0,5.0,-1.14985,-1.14985,-1.14985,0.05,-4.69231
51,276,1910.0,100.0,0.0,35.0,4.0,1.61457,1.61457,1.61457,0.05,-4.70918
51,277,2224.5,143.0,0.0,38.0,5.0,-0.64299,-0.64299,-0.64299,0.05,-4.71169
51,278,2559.5,193.0,13.0,39.0,5.0,-3.0,-3.0,-3.0,0.05,-4.71236
51,279,2778.0,104.5,0.0,35.0,2.0,2.47795,2.47795,2.47795,0.05,-4.70864
51,280,2985.0,128.5,2.0,36.0,3.0,-0.84116,-0.84116,-0.84116,0.05,-4.69383
51,281,2690.0,14.0,24.5,31.0,1.0,-3.0,-3.0,-3.0,0.05,-4.69493
51,282,2341.0,0.0,0.0,26.0,0.0,3.0,3.0,3.0,0.05,-4.70485
51,283,2357.0,0.0,1.5,24.0,0.0,-0.34765,-0.34765,-0.34765,0.05,-4.68118
51,284,2297.0,1.5,17.0,25.0,1.0,-3.0,-3.0,-3.0,0.05,-4.70427
51,285,2383.0,0.0,0.0,25.0,0.0,3.0,3.0,3.0,0.05,-4.69925
51,286,2502.0,2.5,3.5,25.0,1.0,-0.96583,-0.96583,-0.96583,0.05,-4.71866
51,287,2732.5,15.5,0.0,28.0,2.0,0.29717,0.29717,0.29717,0.05,-4.72287
51,288,2972.0,13.0,1.5,29.0,1.0,-0.7576,-0.7576,-0.7576,0.05,-4.72215
51,289,2949.0,25.0,11.0,29.0,2.0,-1.9888,-1.9888,-1.9888,0.05,-4.71666
51,290,3202.5,45.5,19.0,31.0,3.0,-2.1944,-2.1944,-2.1944,0.05,-4.69846
