episode,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,159,4229.0,4085.0,10.0,61.0,23.0,-2.05314,-2.05314,-2.05314,0.9948,1.35048
1,160,3526.5,4214.5,0.0,54.0,22.0,3.0,3.0,3.0,0.9948,1.3278
1,161,2964.0,3629.0,0.5,49.0,22.0,1.76695,1.76695,1.76695,0.9948,1.30748
1,162,2115.5,2600.5,10.0,40.0,19.0,1.01752,1.01752,1.01752,0.9947,1.2774
1,163,1982.5,2790.5,25.0,40.0,19.0,-3.0,-3.0,-3.0,0.9947,1.23302
1,164,2199.0,2984.5,42.5,44.0,20.0,-3.0,-3.0,-3.0,0.9947,1.20489
1,165,2295.5,2943.5,0.0,45.0,16.0,3.0,3.0,3.0,0.9946,1.14843
1,166,2431.5,3083.0,1.0,48.0,16.0,-0.66194,-0.66194,-0.66194,0.9946,1.12662
1,167,2757.0,3245.5,6.0,52.0,18.0,-1.89336,-1.89336,-1.89336,0.9946,1.09074
1,168,2677.5,3437.5,18.0,54.0,22.0,-2.67021,-2.67021,-2.67021,0.9945,1.0606
1,169,2894.0,3659.0,41.5,54.0,23.0,-3.0,-3.0,-3.0,0.9945,1.04153
1,170,3166.5,3889.0,35.5,54.0,23.0,0.44109,0.44109,0.44109,0.9945,0.98942
1,171,3431.0,4121.5,46.0,53.0,24.0,-3.0,-3.0,-3.0,0.9944,0.99227
1,172,3721.0,4361.5,70.5,53.0,24.0,-3.0,-3.0,-3.0,0.9944,0.96669
1,173,3787.0,4480.0,11.5,50.0,23.0,3.0,3.0,3.0,0.9944,0.94958
1,174,3831.5,4721.0,22.5,54.0,28.0,-2.75725,-2.75725,-2.75725,0.9943,0.92094
1,175,4097.0,5006.0,57.0,58.0,30.0,-3.0,-3.0,-3.0,0.9943,0.88836
1,176,4178.0,5254.5,41.5,53.0,28.0,2.78339,2.78339,2.78339,0.9943,0.83757
1,177,4406.0,5515.5,1.5,54.0,29.0,3.0,3.0,3.0,0.9942,0.84708
1,178,4668.5,5805.5,24.5,58.0,29.0,-3.0,-3.0,-3.0,0.9942,0.82473
1,179,4965.0,6098.0,59.5,62.0,30.0,-3.0,-3.0,-3.0,0.9942,0.82136
1,180,5202.0,6391.5,0.0,62.0,31.0,3.0,3.0,3.0,0.9941,0.8168
1,181,5445.5,6704.5,0.0,63.0,33.0,-0.89543,-0.89543,-0.89543,0.9941,0.81762
1,182,5688.5,7045.0,10.0,66.0,36.0,-3.0,-3.0,-3.0,0.9941,0.80494
1,183,4533.0,6094.0,16.5,59.0,34.0,2.11144,2.11144,2.11144,0.994,0.81419
1,184,4787.0,6421.5,15.0,61.0,35.0,-0.61742,-0.61742,-0.61742,0.994,0.82824
1,185,5050.5,6199.5,23.0,62.0,34.0,-1.8682,-1.8682,-1.8682,0.994,0.84213
1,186,3883.5,4967.5,1.5,50.0,28.0,3.0,3.0,3.0,0.9939,0.85311
1,187,4104.0,5200.0,6.0,52.0,29.0,-1.69259,-1.69259,-1.69259,0.9939,0.86621
1,188,4218.5,5491.5,27.0,54.0,30.0,-3.0,-3.0,-3.0,0.9939,0.86669
1,189,4482.0,5791.5,32.5,60.0,30.0,-2.08012,-2.08012,-2.08012,0.9938,0.87849
1,190,4718.0,6091.5,53.5,59.0,30.0,-3.0,-3.0,-3.0,0.9938,0.879
1,191,5008.0,6401.0,78.5,63.0,34.0,-3.0,-3.0,-3.0,0.9938,0.90608
1,192,5298.5,6746.0,113.5,66.0,36.0,-3.0,-3.0,-3.0,0.9937,0.91131
1,193,5232.5,6850.5,138.5,64.0,36.0,-3.0,-3.0,-3.0,0.9937,0.91683
1,194,5512.5,7210.5,168.5,64.0,36.0,-3.0,-3.0,-3.0,0.9937,0.93016
1,195,5770.5,7570.5,201.0,65.0,36.0,-3.0,-3.0,-3.0,0.9936,0.94432
1,196,5890.0,7935.0,7.5,66.0,38.0,3.0,3.0,3.0,0.9936,0.95989
1,197,6016.0,8115.5,12.5,64.0,37.0,-1.54985,-1.54985,-1.54985,0.9936,0.97041
1,198,5876.0,8465.0,17.5,60.0,36.0,-1.29794,-1.29794,-1.29794,0.9935,0.97415
1,199,6118.0,8827.5,23.0,62.0,37.0,-2.12919,-2.12919,-2.12919,0.9935,0.98612
1,200,6242.0,9202.0,27.5,61.0,38.0,-1.7159,-1.7159,-1.7159,0.9935,0.97922
1,201,6353.5,9586.5,32.5,64.0,40.0,-1.813,-1.813,-1.813,0.9934,1.00165
1,202,6604.0,9995.0,40.0,70.0,42.0,-2.63436,-2.63436,-2.63436,0.9934,1.01047
1,203,4948.5,8867.0,4.5,62.0,40.0,3.0,3.0,3.0,0.9934,1.03088
1,204,4080.0,7784.0,11.0,56.0,36.0,1.76808,1.76808,1.76808,0.9933,1.04024
1,205,2865.0,6832.5,14.5,48.0,32.0,2.85833,2.85833,2.85833,0.9933,1.03529
1,206,991.0,6664.5,19.5,41.0,29.0,2.64581,2.64581,2.64581,0.9933,1.05955
1,207,679.5,5789.0,1.0,38.0,26.0,3.0,3.0,3.0,0.9932,1.05293
1,208,678.0,5149.5,0.0,40.0,23.0,1.12383,1.12383,1.12383,0.9932,1.06257
1,209,722.0,5384.5,0.0,46.0,24.0,-0.41545,-0.41545,-0.41545,0.9932,1.06801
1,210,929.0,5627.0,0.5,53.0,25.0,-0.8337,-0.8337,-0.8337,0.9931,1.06559
1,211,1099.0,5841.0,0.0,51.0,24.0,-0.5127,-0.5127,-0.5127,0.9931,1.08076
1,212,1245.5,6085.5,1.0,53.0,27.0,-0.83062,-0.83062,-0.83062,0.9931,1.08719
1,213,1511.5,6357.5,15.0,56.0,28.0,-3.0,-3.0,-3.0,0.993,1.10185
1,214,894.0,4592.5,34.0,43.0,22.0,-0.37726,-0.37726,-0.37726,0.993,1.11792
1,215,743.5,3924.0,0.0,35.0,18.0,3.0,3.0,3.0,0.993,1.13369
1,216,919.5,4104.0,2.0,39.0,18.0,-1.00555,-1.00555,-1.00555,0.9929,1.13464
1,217,1133.0,4286.0,0.0,43.0,19.0,-0.22965,-0.22965,-0.22965,0.9929,1.14364
1,218,1314.5,4476.0,1.5,48.0,19.0,-0.92393,-0.92393,-0.92393,0.9929,1.15988
1,219,1542.5,4670.5,0.0,48.0,20.0,-0.38026,-0.38026,-0.38026,0.9928,1.17495
1,220,1656.5,4842.5,0.0,46.0,21.0,-0.45541,-0.45541,-0.45541,0.9928,1.18914
1,221,1787.5,5056.5,3.0,45.0,22.0,-1.18266,-1.18266,-1.18266,0.9928,1.21727
1,222,1992.0,5276.5,8.0,49.0,22.0,-1.75123,-1.75123,-1.75123,0.9927,1.22694
1,223,2267.0,5501.5,18.0,52.0,24.0,-2.94893,-2.94893,-2.94893,0.9927,1.23297
1,224,2479.0,5741.5,12.0,53.0,24.0,0.53881,0.53881,0.53881,0.9927,1.24952
1,225,2232.0,5042.5,2.5,48.0,21.0,3.0,3.0,3.0,0.9926,1.26892
1,226,1531.5,5252.5,10.5,42.0,21.0,-0.69874,-0.69874,-0.69874,0.9926,1.28322
1,227,1191.5,4517.0,8.0,40.0,20.0,2.20461,2.20461,2.20461,0.9926,1.28355
1,228,1399.0,4270.0,0.0,44.0,20.0,1.66345,1.66345,1.66345,0.9925,1.30777
1,229,1417.0,4470.0,0.0,44.0,20.0,-0.31759,-0.31759,-0.31759,0.9925,1.33966
1,230,1523.0,4649.5,0.0,46.0,20.0,-0.45127,-0.45127,-0.45127,0.9925,1.36222
1,231,1720.5,4857.5,0.0,48.0,22.0,-0.66107,-0.66107,-0.66107,0.9924,1.39276
1,232,1983.0,5077.5,1.0,49.0,22.0,-1.01041,-1.01041,-1.01041,0.9924,1.40281
1,233,2225.0,5305.0,11.5,51.0,24.0,-2.99745,-2.99745,-2.99745,0.9924,1.41993
1,234,2474.0,5545.0,31.5,53.0,24.0,-3.0,-3.0,-3.0,0.9923,1.40963
1,235,2663.5,5787.0,2.0,53.0,25.0,3.0,3.0,3.0,0.9923,1.40765
1,236,2800.0,6037.0,1.0,52.0,25.0,-0.39588,-0.39588,-0.39588,0.9923,1.42986
1,237,3078.0,6287.0,10.0,55.0,25.0,-2.77799,-2.77799,-2.77799,0.9922,1.43209
1,238,2391.0,6347.5,9.0,51.0,25.0,1.39708,1.39708,1.39708,0.9922,1.45
1,239,2094.5,6599.5,1.0,49.0,26.0,1.88661,1.88661,1.88661,0.9922,1.44971
1,240,2293.5,6865.0,3.0,53.0,28.0,-1.16964,-1.16964,-1.16964,0.9921,1.46007
1,241,2420.5,7155.0,21.0,58.0,31.0,-3.0,-3.0,-3.0,0.9921,1.45691
1,242,2524.0,7330.0,42.5,59.0,29.0,-3.0,-3.0,-3.0,0.9921,1.47163
1,243,2793.5,7596.5,15.5,57.0,28.0,3.0,3.0,3.0,0.9921,1.48005
1,244,2944.0,7843.0,0.0,56.0,27.0,2.65765,2.65765,2.65765,0.992,1.49373
1,245,3193.0,8113.0,6.5,56.0,27.0,-2.22268,-2.22268,-2.22268,0.992,1.49784
1,246,3487.0,8389.0,27.0,59.0,29.0,-3.0,-3.0,-3.0,0.992,1.49022
1,247,3787.0,8687.0,52.0,61.0,31.0,-3.0,-3.0,-3.0,0.9919,1.4999
1,248,3992.0,9000.5,77.5,63.0,34.0,-3.0,-3.0,-3.0,0.9919,1.49176
1,249,3975.0,9309.0,4.0,59.0,33.0,3.0,3.0,3.0,0.9919,1.50055
1,250,4193.0,9640.0,0.0,60.0,34.0,-0.02571,-0.02571,-0.02571,0.9918,1.50703
1,251,4462.5,9980.0,4.5,64.0,34.0,-1.93605,-1.93605,-1.93605,0.9918,1.5012
1,252,4749.5,10321.0,10.0,64.0,35.0,-2.18188,-2.18188,-2.18188,0.9918,1.49298
1,253,5039.5,10676.5,14.5,66.0,37.0,-1.99601,-1.99601,-1.99601,0.9917,1.50783
1,254,5156.5,10996.0,0.0,63.0,36.0,2.40383,2.40383,2.40383,0.9917,1.52492
1,255,4089.5,9922.0,0.0,57.0,34.0,3.0,3.0,3.0,0.9917,1.54522
1,256,4311.5,9627.0,9.5,59.0,35.0,-2.0057,-2.0057,-2.0057,0.9916,1.59378
1,257,4557.5,9981.0,27.5,62.0,36.0,-3.0,-3.0,-3.0,0.9916,1.60045
1,258,4722.0,10328.0,10.5,66.0,39.0,2.80694,2.80694,2.80694,0.9916,1.6284
1,259,4887.0,10583.5,0.5,66.0,37.0,1.45186,1.45186,1.45186,0.9915,1.65646
1,260,3913.5,9596.0,3.5,59.0,36.0,2.56871,2.56871,2.56871,0.9915,1.66249
1,261,4143.5,9956.5,3.0,60.0,37.0,-0.83195,-0.83195,-0.83195,0.9915,1.66017
1,262,4379.5,10327.0,14.5,65.0,38.0,-3.0,-3.0,-3.0,0.9914,1.67563
1,263,4664.0,10712.5,3.5,71.0,40.0,1.25801,1.25801,1.25801,0.9914,1.70724
1,264,4962.5,11101.5,0.0,69.0,39.0,-0.3631,-0.3631,-0.3631,0.9914,1.72784
1,265,5266.0,11497.0,7.0,73.0,41.0,-2.60793,-2.60793,-2.60793,0.9913,1.75595
1,266,5354.5,11907.0,25.0,71.0,41.0,-3.0,-3.0,-3.0,0.9913,1.78983
1,267,5637.0,12317.0,50.5,71.0,41.0,-3.0,-3.0,-3.0,0.9913,1.81856
1,268,5937.0,12727.0,87.0,71.0,41.0,-3.0,-3.0,-3.0,0.9912,1.86899
1,269,6071.0,13137.0,67.0,69.0,41.0,3.0,3.0,3.0,0.9912,1.88487
1,270,6067.0,13547.0,82.0,66.0,41.0,-3.0,-3.0,-3.0,0.9912,1.94252
1,271,6321.5,13957.0,2.5,69.0,41.0,3.0,3.0,3.0,0.9911,1.96795
1,272,6608.0,14368.0,15.5,73.0,42.0,-3.0,-3.0,-3.0,0.9911,2.00883
