episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
83,2421466.0,2289574.0,6269.5,38662.0,13166.0,-0.09018,1.69683,-3.0,3.0,0.4854,0.0013,0.05,-1.60781,0.273019,1080,102.1
84,2445610.0,3352383.5,6105.5,41402.0,16100.0,-0.0639,1.71408,-3.0,3.0,0.5776,0.0011,0.05,-1.67632,0.26455,1080,102.1
85,2433198.5,4500067.5,6594.5,43326.0,18246.0,-0.09246,1.74068,-3.0,3.0,0.6484,0.001,0.05,-2.04306,0.294528,1080,108.6
86,2234012.0,3478925.5,6309.5,40918.0,16289.0,-0.08921,1.69575,-3.0,3.0,0.6083,0.0011,0.05,-2.39958,0.315486,1080,98.4
87,2976897.5,2123461.5,5839.5,36633.0,11562.0,-0.05953,1.65599,-3.0,3.0,0.4159,0.0011,0.05,-1.98411,0.310365,1080,104.4
88,2416590.0,2410247.0,6049.0,38069.0,13477.0,-0.08804,1.65775,-3.0,3.0,0.4987,0.0013,0.05,-1.67252,0.311124,1080,103.1
89,2262306.5,1603146.0,6169.5,35338.0,11411.0,-0.09448,1.65405,-3.0,3.0,0.4141,0.0016,0.05,-1.94813,0.318518,1080,108.0
90,2458220.0,1370962.0,5609.0,34631.0,10644.0,-0.06777,1.64343,-3.0,3.0,0.3575,0.0015,0.05,-2.03684,0.307211,1080,105.2
91,2389478.0,1675631.0,6290.0,36155.0,11413.0,-0.09549,1.67243,-3.0,3.0,0.4116,0.0015,0.05,-2.004,0.306595,1080,110.7
92,2469367.0,2443447.0,22786.5,37536.0,13558.0,-0.15475,1.6859,-3.0,3.0,0.4951,0.0046,0.05,-1.95266,0.312299,1080,102.8
93,2509741.5,2514435.5,7242.5,38793.0,14118.0,-0.11571,1.73067,-3.0,3.0,0.4997,0.0014,0.05,-1.95508,0.303308,1080,100.1
94,2665936.5,1893217.5,6217.0,36682.0,12223.0,-0.08233,1.65344,-3.0,3.0,0.4147,0.0014,0.05,-1.95714,0.311233,1080,101.0
95,2301071.0,2929053.5,6260.5,38378.0,14505.0,-0.08241,1.6839,-3.0,3.0,0.5594,0.0012,0.05,-2.20374,0.302848,1080,104.7
96,2091550.5,1505951.5,7582.0,35272.0,10974.0,-0.13319,1.68503,-3.0,3.0,0.4177,0.0021,0.05,-2.10785,0.30629,1080,122.8
97,2688955.5,3259006.5,7469.5,40885.0,15439.0,-0.10632,1.72798,-3.0,3.0,0.5472,0.0013,0.05,-1.80613,0.302128,1080,94.8
98,2188210.0,2328084.0,5625.5,37737.0,13493.0,-0.07008,1.61461,-3.0,3.0,0.5148,0.0012,0.05,-1.86676,0.29819,1080,94.1
99,2464305.0,2278149.0,6238.0,38004.0,13051.0,-0.08704,1.64903,-3.0,3.0,0.4797,0.0013,0.05,-1.77775,0.301056,1080,97.3
100,2599972.0,2089377.0,5709.0,35701.0,10961.0,-0.0958,1.61155,-3.0,3.0,0.445,0.0012,0.05,-1.54276,0.319608,1080,108.3
