episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
75,51276948.0,173477063.5,7104329.0,84387.0,65289.0,-0.56082,1.57344,-2.73766,3.0,0.7482,0.0306,nan,131033628.72222,2568606.343257,720,32.4
76,39090958.5,171464518.5,8760175.0,86032.0,66206.0,-0.68456,1.75622,-3.0,3.0,0.7818,0.0399,nan,135397720.68889,2628499.300481,720,33.8
77,44049803.0,174692072.0,7487893.5,85385.0,65915.0,-0.6333,1.56256,-2.86922,3.0,0.7722,0.0331,nan,138020719.31111,2652837.600448,720,32.6
78,41678267.5,177324653.0,10241199.0,90693.0,67778.0,-0.96353,1.74867,-3.0,3.0,0.7735,0.0447,nan,140129245.73333,2678750.331983,720,35.2
79,41403994.0,172926461.5,8148536.5,87650.0,66956.0,-0.67066,1.66106,-2.86712,3.0,0.7773,0.0366,nan,143053313.06667,2741485.571035,720,34.6
80,43914852.0,177352761.0,9378034.5,89010.0,68556.0,-0.70274,1.83447,-3.0,3.0,0.7689,0.0407,nan,141821432.62222,2785070.34133,720,34.9
81,45765356.0,176245958.0,7943651.5,87340.0,67290.0,-0.68005,1.59995,-2.94862,3.0,0.7664,0.0345,nan,138000856.26667,2654884.531118,720,35.2
82,45496688.5,173868399.0,7477166.0,84895.0,65250.0,-0.62938,1.59466,-2.86768,3.0,0.7665,0.033,nan,135679364.06667,2497542.713924,720,34.9
83,50136355.0,173914414.5,9273193.0,86500.0,65645.0,-0.88505,1.66212,-3.0,3.0,0.7454,0.0397,nan,135406858.53333,2492669.111387,720,33.7
84,48765084.5,176454014.5,9367936.0,88017.0,67408.0,-0.80263,1.72759,-3.0,3.0,0.7522,0.0399,nan,135606734.44444,2527384.963569,720,34.7
85,48661152.0,176723024.0,7015723.5,85389.0,66258.0,-0.56611,1.55085,-2.75913,3.0,0.7604,0.0302,nan,135984895.14444,2445337.324776,720,32.6
