5.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(0.0)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, 
155.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.09598214)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
160.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.27455357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
165.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.3080357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
170.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.14955357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
175.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.18526785)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
180.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.2700893)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 5}, 
185.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.15625)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
190.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.29017857)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
195.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.2924107)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
200.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.28125)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
205.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(0.0)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, 
210.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.013392857)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
215.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.004464286)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
220.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.05357143)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
225.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.071428575)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
230.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.11160714)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
235.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.09598214)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
240.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(0.0)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, 
245.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.008928572)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
250.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.013392857)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
255.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.058035713)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
260.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.102678575)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
265.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.14732143)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
270.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.004464286)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
275.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.0625)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
280.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.046875)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
285.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.011160715)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
290.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.05580357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
295.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.002232143)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
300.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.069196425)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
305.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.17410715)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
310.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.19196428)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
315.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.14285715)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
320.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.07589286)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
325.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.13616072)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
330.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.12053572)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
335.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.14955357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
340.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.09821428)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
345.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.008928572)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
350.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.084821425)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
355.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.26339287)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
360.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.30580357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
365.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.34375)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
370.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.4330357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
375.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.6339286)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
380.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.63839287)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
385.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.31026787)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
390.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.3482143)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
395.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.50446427)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
400.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.40848213)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
405.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.2544643)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
410.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(0.0)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, 
415.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(0.0)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 0}, 
420.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.017857144)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
425.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.002232143)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
430.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.06473214)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
435.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.2767857)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 7}, 
440.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.4955357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
445.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.48214287)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
450.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.3325893)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
455.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.4330357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
460.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.3638393)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 5}, 
465.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.14508928)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
470.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.2611607)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
475.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.32142857)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
480.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.27232143)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
485.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.020089285)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
490.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.084821425)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
495.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.03125)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
500.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.16964285)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 5}, 
505.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.4107143)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
510.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.578125)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 5}, 
515.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.6160714)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
520.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.5)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
525.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.58258927)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
530.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.79910713)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
535.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-1.0870535)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 8}, 
540.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.83928573)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
545.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.5066964)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 5}, 
550.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.54464287)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 5}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 6}, 
555.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.59151787)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 7}, 
560.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.32142857)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 5}, 
565.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.4017857)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
570.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.3950893)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 3}, 
575.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.33705357)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 2}, 
580.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.19866072)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
585.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.011160715)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 1}, 
590.0, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': np.float32(-0.084821425)}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, {'cluster_2226036755_3627218951_6048884455_6048884458_#1more': 4}, 
