jammed_count,start_edge,end_edge,num_edges,example_id,edges
39,E15,E27,5,ped0_10071,E15 1356542862#0 1356443855#0 30476997#4 E27
39,1118927344#1,-8122723#0,18,ped0_1015,1118927344#1 E16 E16.174 934296492 246428298#7 246428298#8 224976458 27199040#3 -27199041#3 -27199041#2 -27199041#1 -27199041#0 -266942152#5 266942152#4 -266942152#2 -266942152#0 -8122723#1 -8122723#0
38,1081532326#5,-209692779#4,7,ped0_10027,1081532326#5 -1694123#2 -576383494 -162053484#1 -209692779#2 -209692779#3 -209692779#4
38,-162093000#2,30476997#2,7,ped0_10077,-162093000#2 4250845#0 4250845#4 -1096146332#1 -1096146332#1.23 30476997#0 30476997#2
38,278143063#20,-27203876#1,24,ped0_10086,278143063#20 278143063#19 278143063#18 278143063#17 278143063#16 278143063#15 631625947 24856256#4 24856256#3 998112561 997856915#1 278143066#1 -278143066#0 -209692779#5 -209692779#4 -209692779#3 -209692779#2 -162053484#1 -576383494 -1694123#2 27203875#0 576383498 -27203876#0 -27203876#1
38,E40,576383494,19,ped0_10186,E40 -E41 E42 26515315 25109252#1 89260079 25109150#8 417693832 25109112#8 25109215#0 E43 128079756#2 128079759#0 -1355686495 1075746752#1 27294504#0 -27294502#1 -746422998 576383494
38,1911242#1,445443014#0,7,ped0_10560,1911242#1 -1072940286#1 -305430250#2 -305430250#4.1 12645062#1.9 642568258 445443014#0
37,-344389555,300626108#3,10,ped0_10004,-344389555 936489858#1 936489858#2 162094311 171268313#0 1135313057#1 1135313057#0 162834890 -300626108#4 300626108#3
37,-27359106#1,1077682062#0,12,ped0_10732,-27359106#1 1018614217#1 -E5 777233097 -266942152#5 266942152#4 -266942152#2 -266942152#0 E23 1077682062#2 1077682062#1 1077682062#0
36,89260772#0,-1018612470#0,3,ped0_10379,89260772#0 -417570102#2 -1018612470#0
36,264570213,24856256#3,7,ped0_10679,264570213 264570200#1 264570203 278143060#2 278143060#1 278143060#0 24856256#3
35,266625730,171268308#1,8,ped0_10091,266625730 27226010#3 742302328#0 537400024#1 -1323685822 -596202509 171268308#0 171268308#1
33,332535276,-1033304018#0,12,ped0_10104,332535276 1018612468#3 1929865 160350775#2 160350775#3 1700208#0 1070316627 -1355324262 23803802#3 23803802#2 683542716#4 -1033304018#0
33,-E16.174,41908102,15,ped0_10297,-E16.174 -E16 1124217846#1 128007876#2 -128007875#0 1118927353#10 781595829#1 781595833#1 781595828#1 134510624#8 134510624#9 264570216 27078661#9 27078661#10 41908102
30,772983565#4,131415202,22,ped0_10380,772983565#4 772983565#3 772983565#2 772983565#1 26094914#1 769925508 E55 E56 E57 642568245#0 642568256 747921366#1 -305430250#4.1 -305430250#2 305430251#1 1338818818#0 496181688 304123916#0 -367461696 1355324281#2 1355324281#1 131415202
27,-178699979#1,218228183#0,14,ped0_10095,-178699979#1 -128007875#2 -86440008#0 -86440008#1 -86440008#2 -86440008#3 -86440008#4 86440008#5 86440008#7 1075746755#0 -162053484#1 -576383494 -1694123#2 218228183#0
27,27201302#1.254,420039032,7,ped0_10157,27201302#1.254 497264733 1356542864 497264730#0 1067190735#0 27201304#1 420039032
27,-502186116#30,146483359#0,15,ped0_10337,-502186116#30 502186116#3 502186116#1 502186116#0 237111847#0 -897221225#1 -162094595#0 -162094595#1 -793529327#1 -8123050 34347396#0 146483359#5 146483359#6 146483359#7 146483359#0
27,246428298#8,102467231.17,12,ped0_13126,246428298#8 246428298#7 934296492 E16.174 E16 363647271#2 229881046#0 234577460#2 234577460#1 87325166#0 -234571649#0 102467231.17
26,27282752#1.93,562592066#0,22,ped0_10164,27282752#1.93 1096146333 -4250845#5 -4250845#2 -4250845#2.169 -162093000#2 -1356284791 -1081381424 1081381423#0 E25 -27199045#1 45394569 364393928#23 364393928#22 364393928#21 364393928#20 364393928#19 364393928#18 364393928#17 364393928#16 562592063 562592066#0
26,781595828#1,1355324238#1,28,ped0_10406,781595828#1 134510624#7 134510624#6 134510624#5 134510624#4 134510624#3 134510624#2 134510624#1 134510624#0 24856256#6 24856256#5 24856256#4 24856256#3 24856256#2 24856256#1 24856256#0 747921366#1 -305430250#4.1 -305430250#2 305430251#1 1338818818#0 496181688 304123916#0 -367461696 1355324281#2 1355324281#1 1355324240#1 1355324238#1
26,50424484#1,1355324238#1,13,ped0_10420,50424484#1 50424484#0 642561051#0 642561051#1 305430251#1 1338818818#0 496181688 304123916#0 -367461696 1355324281#2 1355324281#1 1355324240#1 1355324238#1
26,E24,150893280#2,10,ped0_10762,E24 162094596#1 237111847#0 237111847#2 1906290#4 -1906290#1 -1906290#0 127497088#2 -127497088#20 150893280#2
25,-171268311,-165278578#0,26,ped0_10314,-171268311 1018612468#1 1018612468#2 1018612468#3 1018612468#4 -1018612468#6 -1018612470#0 -1018612470#1 -1018612470#2 4234182#0 1069621301#0 1356284884 27280403#0 27203882#0 576383502 -776860860 1297403290#1 1081381423#0 -1081381424 -1356284791 -162093000#2 -4250845#2.169 -4250845#2 -4250845#5 1096146332#0 -165278578#0
25,-165278578#0,-86440008#0,33,ped0_10318,-165278578#0 165278579#1 161663922#9 161663922#8 161663922#7 -161663922#6 -161663922#5 -161663922#4 -E27 -292931129 128458335#3 -128458335#4 797326396 8123073#2 8123073#3 8123073#4 8123073#5 -144381947 -266942152#5 -27199041#0 -27199041#1 -27199041#2 45394564 1077682062#9 1077682062#10 E13 262671471#2 8121740#0 497264739#0 128007876#2 -128007875#0 -128007875#2 -86440008#0
25,-795657258#0.6,27359106#1,9,ped0_10550,-795657258#0.6 161663922#2 161663922#1 161663922#0 1356542863 24823745#1 420044917#1 1018614217#0 27359106#1
25,237225105#0,23803803,11,ped0_10945,237225105#0 -237225105#2 241934522 742322419#0 1355324272.32 1355324272 1070316627 -1355324262 -23803802#3 -23803802#2 23803803
25,828766082,-165278578#0,7,ped0_11470,828766082 477771141#1 -828766079 -788234433#0 1880410#0 1880410#1 -165278578#0
23,211172269#1,25109173#3,6,ped0_10298,211172269#1 1694119#0 1355324235#2 25109112#0 25109150#0 25109173#3
23,162834892,152449548#3,8,ped0_11149,162834892 -300626108#4 -300626108#3 -300626108#2 300626109#1 -793529328 1911238 152449548#3
23,466757822#1,445443014#0,11,ped0_14693,466757822#1 1014929844#0 1014929845#0 148315016#1 148315016#2 237100949#2 36523272#1 36523272#3 12645062#1.9 642568258 445443014#0
23,1073334530#2,237100949#0,9,ped0_14848,1073334530#2 1073334530#3 1073680278 1073334527#3 466757822#2 466757822#1 466757820#1 466757820#0 237100949#0
22,-76815388#1.2,496181694#1,12,ped0_10037,-76815388#1.2 -305430250#4.1 -305430250#2 305430251#1 1338818818#0 496181688 304123916#0 304123916#3 1329759446#0 367471405#0 E38 496181694#1
22,869589551#0,837414197#0,5,ped0_10383,869589551#0 869589551#1 1694119#0 1355324235#2 837414197#0
22,769925500#0.5,-960757188,4,ped0_10582,769925500#0.5 769925500#1 E47 -960757188
22,-165278578#0,162834892,16,ped0_11210,-165278578#0 1096146332#0 -4250845#5 -4250845#2 -4250845#2.169 -162093000#2 -152449891 -1911240#4 -1911240#5 1911240#6 -364393929#0 364393929#1 -300626108#2 -300626108#3 -300626108#4 162834892
21,914108895#2,4380050#0,13,ped0_10195,914108895#2 1338818818#0 305430251#1 -305430250#2 -305430250#4.1 747921366#1 642568256 642568245#0 E57 E56 E55 769925508 4380050#0
21,150895718,34330013#5.20,8,ped0_10926,150895718 -1906290#1 1906290#4 237111847#2 237111847#0 162094596#1 34330013#6 34330013#5.20
21,144845314#1,-186130428#2,16,ped0_11295,144845314#1 144845314#2 1911240#6 364393927 364393928#23 364393928#24 -776860860 576383502 27203882#0 218228183#0 218228185 27203876#0 -23804023#0 -186130428#0 -186130428#1 -186130428#2
21,1124217846#1,1085562847#2,16,ped0_11368,1124217846#1 E35 E36 262671471#2 497264736.104 497264736 1018614217#1.62 1018614217#1 1018614217#0 420044917#1 24823745#1 1356542863 161663922#0 161663922#1 1085562847#3 1085562847#2
20,-127998250#1.38,506789224#1,5,ped0_10035,-127998250#1.38 -127998250#0 368640338#0 363647271#2 506789224#1
20,562592052,1096725610#1,15,ped0_10670,562592052 364393928#9 364393928#10 364393928#11 364393928#12 364393928#13 364393928#14 364393928#15 364393928#16 364393928#17 364393928#18 364393928#19 1096725612 1096725611 1096725610#1
20,1077208982#1,27290020#0,13,ped0_10692,1077208982#1 36523265#5 -36523265#4 -36523265#3 36523265#2 -36523265#1 -27294503#2 27294504#0 E33 -1069621301#0 1718351#4 -8123645#1 27290020#0
20,844511672#2,497262589#2,12,ped0_10882,844511672#2 844511672#1 844511672#0 -782107823#1 -782107823#0 1987378#1 1987378#0 128007875#2 128007875#0 497264742#1 497262589#1 497262589#2
19,-793529327#2,8122723#1,11,ped0_10135,-793529327#2 -144845314#0 -144845314#1 -144845314#2 -1911240#6 -1270075550 -1297403296#0 45394567#2 45394567#0 2400146#0 8122723#1
19,-27359106#1,118330098#0,12,ped0_10328,-27359106#1 1018614217#1 1018614217#1.62 497264736 497264736.104 262671471#2 E36 E35 E44 118330098#3 118330098#2 118330098#0
19,330748694#11,1246322849#1,36,ped0_10513,330748694#11 330748694#12 27201306#0 E16.174 E16 1248122870#1 128007876#2 -128007875#0 1118927353#10 781595829#1 781595833#1 781595828#1 134510624#7 1246322842#5 1246322842#2 1246322844 27078661#7 27078661#6 27078661#5 27078661#4 27078661#3 27078661#2 27078661#1 27078661#0 134509874#11 264570211 24856259 41908105#3 41908105#2 631579874 631579877#9 631579877#8 631579877#7 631579877#6 631579877#5 1246322849#1
19,1167792192,1075746755#0,10,ped0_10525,1167792192 89260772#1 89260772#0 -1355686495 1075746752#1 209692820#1.56 209692820#1 48598652#0 1355686474#1 1075746755#0
19,-27294501,1355324272,8,ped0_11513,-27294501 -417570102#2 128079759#0 128079756#2 128079756#1 128079756#0 1355324250 1355324272
18,278143060#1,-1694123#2,14,ped0_10028,278143060#1 278143060#0 24856256#3 998112561 997856915#1 278143066#1 -278143066#0 -209692779#5 -209692779#4 -209692779#3 -209692779#2 -162053484#1 -576383494 -1694123#2
18,25109112#5,-1694123#2,12,ped0_10099,25109112#5 25109215#4 1073678437 1355686488 2063100#0 -1355686495 1075746752#1 27294504#0 -27294502#1 -746422998 -576383494 -1694123#2
18,228152972#6,86440008#3,13,ped0_10352,228152972#6 769925503 769925501#3 234577460#2 229881046#0 E44 497264742#1 128007875#0 128007875#2 86440008#0 86440008#1 86440008#2 86440008#3
18,164912552#1,1014929840#0,8,ped0_10413,164912552#1 221611399 642561051#0 642561051#1 -1072940286#1 -1911242#1 1014929852 1014929840#0
18,551725480,1073334527#1,18,ped0_11676,551725480 8122723#1 2400146#0 45394567#0 45394567#2 1297403290#1 -776860860 576383502 27203882#0 27280403#0 1356284884 1069621301#0 4234182#0 -27294504#0 -36523265#0 55008149#1 1073680277 1073334527#1
18,624807901,1073680277,12,ped0_14487,624807901 36523272#1 237100949#2 148315016#2 148315016#1 148315016#0 1014929842#0 1014929841#0 466757822#2 1073334527#3 1073334527#2 1073680277
17,292931128,26165232#1,10,ped0_10064,292931128 128458335#1 128458335#2 -292931129 30476997#4 1356443855#0 1356542862#0 E1 26165232#0 26165232#1
17,1073334530#3,1018612468#3,12,ped0_10480,1073334530#3 1073334527#0 1073680280 -55008149#3 -55008149#4 -55008149#5 1355686488 2063100#0 417570102#0 1018612468#6 1018612468#4 1018612468#3
17,E50,-160100579#0,25,ped0_11124,E50 209692779#6.58 209692779#6 209692779#5 -209692779#4 -209692779#3 -209692779#2 -162053484#1 -576383494 -1694123#2 E18 1077682062#17 1077682062#18 266942147#0 776860860 1082164221 1081381423#0 -1081381424 -1356284791 -162093000#2 -4250845#2.169 -4250845#2 -4250845#5 1096146333 -160100579#0
17,1248122869#1,1085562848#1,17,ped0_11327,1248122869#1 -27360357 -330748694#11 -330748694#12 24613283#1 262676813#0 262676813#2 262676813#2.76 420039032 27201304#1 1067190735#0 24823745#1 1356542863 161663922#0 161663922#1 1085562847#3 1085562848#1
16,289559994,1355686483,15,ped0_10781,289559994 798412864 1352158399 571260883 1355324262 1355324261#0 1355324250 128079756#0 128079756#1 128079756#2 128079759#0 1355686495 1075746754#0 1075746753#0 1355686483
16,25109173#1,562592046,14,ped0_11117,25109173#1 25109173#0 25109150#6 25109150#7 89260079 25109252#2 1278746993 363511225#1 363511225#2 363511225#3 562592044#2 562592044#0 59581131#2 562592046
16,-283744355,525215800#2.9,6,ped0_11516,-283744355 104402603 4250845#4 -1096146332#1 -1096146332#1.23 525215800#2.9
16,1300587925,1077682062#1,11,ped0_12887,1300587925 1077682062#13 1077682062#14 1077682062#15 1077682062#16 1077682062#17 1077682062#18 266942147#0 776860860 1077682062#0 1077682062#1
15,1018614217#1.62,-E13,7,ped0_10093,1018614217#1.62 497264736 497264736.104 262671471#2 497252836#0 24613283#1 -E13
15,150896093,1430734716#0,6,ped0_10925,150896093 -150896093 1906291#10 162094596#1 34330013#6 1430734716#0
15,E31,-364393929#1,7,ped0_12246,E31 27199595#0 364393928#17 364393928#18 300626110 -300626108#2 -364393929#1
14,2400146#0,797310633,9,ped0_10244,2400146#0 45394567#0 45394567#2 E25 -27199045#1 45394569 364393928#23 364393928#22 797310633
14,837414197#0,781760505#0,15,ped0_11541,837414197#0 1355324235#2 36523265#5 -1911242#1 -1911242#2 -1911242#3 305927426#0 990974285#3 466757813#1 237100949#2 237100949#1 237100949#0 1911241 -209692779#3 781760505#0
14,264570206,278143063#17,21,ped0_13060,264570206 134509874#8 134509874#9 134509874#10 27078661#0 27078661#1 27078661#2 27078661#3 27078661#4 264570213 264570200#1 264570203 278143060#2 24856256#8 24856256#7 24856256#6 24856256#5 631625947 278143063#15 278143063#16 278143063#17
14,1077682062#10,1077682062#5,6,ped0_14578,1077682062#10 1077682062#9 1077682062#8 1077682062#7 1077682062#6 1077682062#5
13,-1067404943,-1248122869#1,19,ped0_10041,-1067404943 8123073#5 -144381947 -266942152#5 -27199041#0 -27199041#1 -27199041#2 -27199041#3 27199040#3 224976458 246428298#8 246428298#7 934296492 24613283#1 -330748694#12 -330748694#11 -27360357 1248122869#1 -1248122869#1
13,-576383494,278143065#2,18,ped0_10289,-576383494 -162053484#1 -209692779#2 -209692779#3 -209692779#4 -209692779#5 -278143066#0 278143066#1 997856915#1 998112561 24856256#3 24856256#4 631625947 278143063#15 278143063#16 278143063#17 1246322861#1 278143065#2
13,-952249421,1077682063#2,9,ped0_10395,-952249421 27203876#3 27203876#2 27203876#1 27203876#0 218228185 218228183#0 1077682063#1 1077682063#2
13,41908105#4,-E16.174,25,ped0_10577,41908105#4 24856259 264570211 134509874#11 27078661#0 27078661#1 27078661#2 27078661#3 27078661#4 27078661#5 27078661#6 27078661#7 1246322844 1246322842#2 1246322842#5 134510624#7 781595828#1 781595833#1 781595829#1 1118927353#10 -128007875#0 128007876#2 1124217846#1 -E16 -E16.174
13,1246322850#1,1911242#3,24,ped0_10958,1246322850#1 631579877#4 631579877#5 631579877#6 631579877#7 631579877#8 631579877#9 631579874 41908105#2 41908105#3 41908105#4 41908105#5 41908105#6 41908105#7 41908105#8 41908105#9 41968506 997856915#1 278143066#1 -278143066#0 -209692779#5 36523269 -1911242#4 1911242#3
13,1906291#6.15,59581131#7,15,ped0_11023,1906291#6.15 -1906291#6.15 -1906291#9 -1906291#10 162094311 171268313#0 1135313057#1 1135313057#0 1323685793.43 897170430#0 59581131#11 59581131#10 59581131#9 59581131#8 59581131#7
13,-27359106#1,-161663922#0,7,ped0_12061,-27359106#1 1018614217#0 420044917#1 1356542862#0 1356443855#0 30476997#5 -161663922#0
13,150893280#0,300626111,19,ped0_12773,150893280#0 150893280#2 -127497088#0 -451935263 1323685797#0.6 E29 363511227#0 897170430#0.7 897170430#0 59581131#12 27199595#1 27199595#0 364393928#17 364393928#18 364393928#19 364393928#20 364393928#21 364393928#22 300626111
12,E45,1355324272.32,9,ped0_10019,E45 131415202 1355324240#1 1355324238#1 E42 367471405#0 E38 742322419#0 1355324272.32
12,44044768#0,562592055,15,ped0_10213,44044768#0 742322421#0 E38 1329759446#3 654821494#0 654821494#0.63 363511225#1 363511225#2 363511225#3 562592044#2 562592044#0 59581131#2 59581131#3 59581131#4 562592055
12,564743822,-1150386957#3,16,ped0_11347,564743822 1355686488 2063100#0 417570102#0 1018612468#6 1018612468#4 1018612468#3 -1018612468#2 -1018612468#1 -1018612468#0 -1018612467#1 -1018612467#0 363511225#3 1323685815#1 8222700#3 -1150386957#3
12,367471405#0,1167792192,13,ped0_13953,367471405#0 26515315 25109252#1 89260079 25109150#8 417693832 25109112#8 25109112#7 107474945#1 107474945#0 107474949 107474951#1 1167792192
11,E36,4380050#0,8,ped0_10054,E36 E35 497262589#1 497262589#2 1265224597 E48 769925508 4380050#0
11,1150386957#4,102676489,11,ped0_10253,1150386957#4 8222700#3 1323685815#1 537400024#1 -1323685822 -596202509 -171268308#0 144226567#3 144226567#2 -144226567#1 102676489
11,135506980#0,772983565#5,17,ped0_10274,135506980#0 86440008#1 86440008#0 128007875#2 128007875#0 497264742#1 497262589#1 497262589#2 1265224597 E48 769925508 26094914#1 772983565#1 772983565#2 772983565#3 772983565#4 772983565#5
11,278143063#21,363511225#2,34,ped0_10417,278143063#21 278143063#20 278143063#19 278143063#18 278143063#17 278143063#16 278143063#15 631625947 24856256#4 24856256#3 998112561 997856915#1 278143066#1 -278143066#0 -209692779#5 -209692779#4 209692779#3 209692779#1 1355686474#1 48598652#0 -47739048 27294502#1 1018612470#2 1018612470#1 1018612470#0 1018612468#6 1018612468#4 1018612468#3 1018612468#2 1018612468#1 1018612468#0 1018612467#1 1018612467#0 363511225#2
11,-150896096,897221225#0,5,ped0_10672,-150896096 1881093#1 -502186116#0 237111847#0 897221225#0
11,1718351#0,562592054,12,ped0_11296,1718351#0 -596202509 -1323685822 537400024#1 562592044#2 562592044#0 59581131#2 562592046 562592056#3 562592056#2 562592056#1 562592054
11,23790349,8222700#3,9,ped0_12534,23790349 1135313057#1 1135313057#0 1323685793.43 897170430#0.7 363511227#0 E29 -1150386957#4 8222700#3
11,-1270075550,60363158#1,22,ped0_12829,-1270075550 -1297403296#0 36244295#1 1081381424 -1278706408 -1931864#3 -1931864#2 -1931864#1 -1931864#0 788234433#0 788234433#2 8123073#0 8123073#1 -8123073#2 -8123073#3 -8123073#4 -8123073#5 -8123073#7 -1137751355#0 420044917#1 E1 60363158#1
10,146483367,30476997#5,25,ped0_10084,146483367 146483359#1 34347396#2 -152449548#2 152449548#1 152449548#0 -1106132429 -164056929#1 -152449891 -162093000#2 4250845#0 4250845#4 -1096146332#1 -1096146332#1.23 -161663922#9 -161663922#8 -161663922#7 -161663922#6 -161663922#5 -161663922#4 -161663922#3 -161663922#2 -161663922#1 -161663922#0 30476997#5
10,1085562848#2,-27432851#2,14,ped0_10103,1085562848#2 1085562849#0 161663922#3 161663922#4 161663922#5 161663922#6 -161663922#7 -161663922#8 -161663922#9 -1096146332#1.23 -1096146332#1 4250845#4 4250845#0 -27432851#2
10,55008149#3,-1355686483,8,ped0_10263,55008149#3 -55008149#2 55008149#1 -4234184#3 -4234184#2 -4234184#1 -4234184#0 -1355686483
